x y
-5 0.03846153846153846
-4.9 5.923360626646249
-4.800000000000001 7.233605293480301
-4.700000000000001 6.301874783505896
-4.600000000000001 4.53446556956145
-4.500000000000002 2.712940040180274
-4.400000000000002 1.213736215445878
-4.300000000000002 0.1644498328521319
-4.200000000000003 -0.4480609352508821
-4.100000000000003 -0.7056006876123517
-4.000000000000004 -0.7129595364496089
-3.900000000000003 -0.5710918839780205
-3.800000000000003 -0.3633336046963631
-3.700000000000003 -0.1502480810275938
-3.600000000000003 0.03017046746932046
-3.500000000000003 0.1592993674566058
-3.400000000000003 0.2333434979269346
-3.300000000000003 0.2585394870585439
-3.200000000000003 0.246783287656453
-3.100000000000003 0.2120466762399681
-3.000000000000003 0.167727332243455
-2.900000000000003 0.1249269710742132
-2.800000000000002 0.09155712632042991
-2.700000000000002 0.07211957711195831
-2.600000000000002 0.06798719503375418
-2.500000000000002 0.07801212724204759
-2.400000000000002 0.09930439265733904
-2.300000000000002 0.1280492644763687
-2.200000000000002 0.1602616383166859
-2.100000000000002 0.1924064360801072
-2.000000000000002 0.2218434077552607
-1.900000000000002 0.247080699060738
-1.800000000000002 0.2678431467403302
-1.700000000000002 0.2849778821755045
-1.600000000000001 0.3002313381007791
-1.500000000000001 0.3159383696005727
-1.400000000000001 0.3346663769591867
-1.300000000000001 0.3588556872491974
-1.200000000000001 0.3904927562564399
-1.100000000000001 0.4308457882158317
-1.000000000000001 0.4802839394727945
-0.9000000000000009 0.5381921418721497
-0.8000000000000009 0.6029844559723206
-0.700000000000001 0.6722103577503584
-0.600000000000001 0.7427409835728698
-0.500000000000001 0.8110164973946955
-0.400000000000001 0.8733316684863708
-0.300000000000001 0.9261346004535495
-0.200000000000001 0.966313355665642
-0.100000000000001 0.9914468839383068
-1.02695629777827e-15 0.9999999999999998
0.09999999999999898 0.9914468839383066
0.199999999999999 0.9663133556656422
0.299999999999999 0.9261346004535507
0.399999999999999 0.8733316684863726
0.499999999999999 0.8110164973946968
0.599999999999999 0.7427409835728714
0.699999999999999 0.6722103577503603
0.7999999999999989 0.6029844559723212
0.8999999999999989 0.5381921418721505
0.9999999999999989 0.4802839394727956
1.099999999999999 0.4308457882158322
1.199999999999999 0.3904927562564407
1.299999999999999 0.3588556872491974
1.399999999999999 0.3346663769591872
1.499999999999999 0.3159383696005729
1.599999999999999 0.3002313381007796
1.7 0.2849778821755049
1.8 0.2678431467403307
1.9 0.2470806990607386
2 0.2218434077552616
2.1 0.1924064360801081
2.2 0.160261638316687
2.3 0.1280492644763695
2.4 0.09930439265733963
2.5 0.07801212724204792
2.6 0.06798719503375404
2.7 0.07211957711195727
2.8 0.09155712632042895
2.9 0.1249269710742117
3 0.1677273322434532
3.100000000000001 0.212046676239967
3.200000000000001 0.246783287656452
3.300000000000001 0.2585394870585442
3.400000000000001 0.2333434979269357
3.500000000000001 0.1592993674566098
3.600000000000001 0.03017046746932586
3.700000000000001 -0.1502480810275883
3.800000000000001 -0.3633336046963545
3.900000000000001 -0.5710918839780126
4.000000000000001 -0.7129595364496052
4.100000000000001 -0.7056006876123579
4.2 -0.4480609352508987
4.3 0.1644498328521022
4.399999999999999 1.213736215445831
4.499999999999999 2.712940040180214
4.599999999999999 4.534465569561386
4.699999999999998 6.301874783505855
4.799999999999998 7.233605293480323
4.899999999999998 5.923360626646389
