x y
-5 0.03846153846153846
-4.9 0.03998400639744101
-4.800000000000001 0.04159733777038269
-4.700000000000001 0.04330879168471197
-4.600000000000001 0.04512635379061369
-4.500000000000002 0.04705882352941172
-4.400000000000002 0.0491159135559921
-4.300000000000002 0.05130836326321185
-4.200000000000003 0.05364806866952782
-4.100000000000003 0.056148231330713
-4.000000000000004 0.05882352941176461
-3.900000000000003 0.06169031462060445
-3.800000000000003 0.06476683937823824
-3.700000000000003 0.06807351940095292
-3.600000000000003 0.07163323782234945
-3.500000000000003 0.07547169811320742
-3.400000000000003 0.07961783439490433
-3.300000000000003 0.08410428931875512
-3.200000000000003 0.08896797153024896
-3.100000000000003 0.09425070688030145
-3.000000000000003 0.09999999999999984
-2.900000000000003 0.1062699256110519
-2.800000000000002 0.1131221719457012
-2.700000000000002 0.1206272617611578
-2.600000000000002 0.1288659793814431
-2.500000000000002 0.1379310344827584
-2.400000000000002 0.14792899408284
-2.300000000000002 0.1589825119236881
-2.200000000000002 0.1712328767123285
-2.100000000000002 0.1848428835489831
-2.000000000000002 0.1999999999999997
-1.900000000000002 0.2169197396963121
-1.800000000000002 0.2358490566037733
-1.700000000000002 0.2570694087403596
-1.600000000000001 0.280898876404494
-1.500000000000001 0.3076923076923073
-1.400000000000001 0.3378378378378374
-1.300000000000001 0.3717472118959104
-1.200000000000001 0.4098360655737701
-1.100000000000001 0.452488687782805
-1.000000000000001 0.4999999999999996
-0.9000000000000009 0.5524861878453033
-0.8000000000000009 0.609756097560975
-0.700000000000001 0.6711409395973148
-0.600000000000001 0.7352941176470582
-0.500000000000001 0.7999999999999994
-0.400000000000001 0.8620689655172408
-0.300000000000001 0.9174311926605501
-0.200000000000001 0.9615384615384611
-0.100000000000001 0.9900990099009899
-1.02695629777827e-15 1
0.09999999999999898 0.9900990099009903
0.199999999999999 0.9615384615384619
0.299999999999999 0.917431192660551
0.399999999999999 0.8620689655172419
0.499999999999999 0.8000000000000006
0.599999999999999 0.7352941176470595
0.699999999999999 0.6711409395973161
0.7999999999999989 0.6097560975609763
0.8999999999999989 0.5524861878453045
0.9999999999999989 0.5000000000000006
1.099999999999999 0.4524886877828059
1.199999999999999 0.4098360655737709
1.299999999999999 0.3717472118959111
1.399999999999999 0.3378378378378381
1.499999999999999 0.3076923076923079
1.599999999999999 0.2808988764044945
1.7 0.25706940874036
1.8 0.2358490566037737
1.9 0.2169197396963124
2 0.2
2.1 0.1848428835489834
2.2 0.1712328767123288
2.3 0.1589825119236884
2.4 0.1479289940828402
2.5 0.1379310344827586
2.6 0.1288659793814433
2.7 0.120627261761158
2.8 0.1131221719457013
2.9 0.1062699256110521
3 0.09999999999999996
3.100000000000001 0.09425070688030157
3.200000000000001 0.08896797153024907
3.300000000000001 0.08410428931875523
3.400000000000001 0.07961783439490443
3.500000000000001 0.0754716981132075
3.600000000000001 0.07163323782234954
3.700000000000001 0.06807351940095299
3.800000000000001 0.06476683937823831
3.900000000000001 0.06169031462060454
4.000000000000001 0.05882352941176468
4.100000000000001 0.05614823133071306
4.2 0.0536480686695279
4.3 0.05130836326321191
4.399999999999999 0.04911591355599215
4.499999999999999 0.04705882352941178
4.599999999999999 0.04512635379061374
4.699999999999998 0.04330879168471202
4.799999999999998 0.04159733777038273
4.899999999999998 0.03998400639744106
