x y
-5 0.03846153846153846
-4.9 -0.04956180371352756
-4.800000000000001 -0.1257209549071613
-4.700000000000001 -0.1906334217506625
-4.600000000000001 -0.2449039787798402
-4.500000000000002 -0.2891246684350126
-4.400000000000002 -0.3238748010610072
-4.300000000000002 -0.3497209549071614
-4.200000000000003 -0.3672169761273205
-4.100000000000003 -0.3769039787798406
-4.000000000000004 -0.3793103448275861
-3.900000000000003 -0.3749517241379313
-3.800000000000003 -0.3643310344827592
-3.700000000000003 -0.3479384615384623
-3.600000000000003 -0.3262514588859423
-3.500000000000003 -0.299734748010611
-3.400000000000003 -0.2688403183023881
-3.300000000000003 -0.234007427055704
-3.200000000000003 -0.1956625994694972
-3.100000000000003 -0.154219628647216
-3.000000000000003 -0.1100795755968182
-2.900000000000003 -0.06363076923077048
-2.800000000000002 -0.01524880636604898
-2.700000000000002 0.03470344827586086
-2.600000000000002 0.08587586206896435
-2.500000000000002 0.1379310344827574
-2.400000000000002 0.190544297082227
-2.300000000000002 0.2434037135278504
-2.200000000000002 0.2962100795755958
-2.100000000000002 0.3486769230769221
-2.000000000000002 0.4005305039787788
-1.900000000000002 0.4515098143236067
-1.800000000000002 0.5013665782493361
-1.700000000000002 0.5498652519893892
-1.600000000000001 0.5967830238726785
-1.500000000000001 0.6419098143236069
-1.400000000000001 0.6850482758620684
-1.300000000000001 0.7260137931034478
-1.200000000000001 0.7646344827586203
-1.100000000000001 0.8007511936339518
-1.000000000000001 0.8342175066312995
-0.9000000000000009 0.8648997347480103
-0.8000000000000009 0.8926769230769228
-0.700000000000001 0.9174408488063657
-0.600000000000001 0.9390960212201588
-0.500000000000001 0.9575596816976125
-0.400000000000001 0.9727618037135276
-0.300000000000001 0.9846450928381962
-0.200000000000001 0.9931649867374006
-0.100000000000001 0.998289655172414
-1.02695629777827e-15 1
0.09999999999999898 0.9982896551724139
0.199999999999999 0.9931649867374005
0.299999999999999 0.9846450928381965
0.399999999999999 0.9727618037135281
0.499999999999999 0.9575596816976131
0.599999999999999 0.9390960212201593
0.699999999999999 0.9174408488063663
0.7999999999999989 0.8926769230769234
0.8999999999999989 0.8648997347480107
0.9999999999999989 0.8342175066313
1.099999999999999 0.8007511936339525
1.199999999999999 0.7646344827586209
1.299999999999999 0.7260137931034486
1.399999999999999 0.6850482758620693
1.499999999999999 0.6419098143236076
1.599999999999999 0.5967830238726792
1.7 0.5498652519893902
1.8 0.5013665782493371
1.9 0.4515098143236076
2 0.4005305039787799
2.1 0.3486769230769233
2.2 0.2962100795755969
2.3 0.2434037135278515
2.4 0.1905442970822282
2.5 0.1379310344827586
2.6 0.08587586206896546
2.7 0.03470344827586195
2.8 -0.01524880636604787
2.9 -0.06363076923076938
3 -0.1100795755968172
3.100000000000001 -0.1542196286472151
3.200000000000001 -0.1956625994694963
3.300000000000001 -0.2340074270557032
3.400000000000001 -0.2688403183023875
3.500000000000001 -0.2997347480106103
3.600000000000001 -0.326251458885942
3.700000000000001 -0.3479384615384618
3.800000000000001 -0.3643310344827588
3.900000000000001 -0.3749517241379311
4.000000000000001 -0.3793103448275862
4.100000000000001 -0.3769039787798407
4.2 -0.3672169761273208
4.3 -0.3497209549071619
4.399999999999999 -0.3238748010610081
4.499999999999999 -0.2891246684350136
4.599999999999999 -0.2449039787798414
4.699999999999998 -0.1906334217506641
4.799999999999998 -0.1257209549071632
4.899999999999998 -0.04956180371352977
