x y
-5 0
-4.9 -5.883376620248808
-4.800000000000001 -7.192007955709919
-4.700000000000001 -6.258565991821184
-4.600000000000001 -4.489339215770836
-4.500000000000002 -2.665881216650863
-4.400000000000002 -1.164620301889886
-4.300000000000002 -0.1131414695889201
-4.200000000000003 0.50170900392041
-4.100000000000003 0.7617489189430647
-4.000000000000004 0.7717830658613735
-3.900000000000003 0.6327821985986249
-3.800000000000003 0.4281004440746013
-3.700000000000003 0.2183216004285468
-3.600000000000003 0.041462770353029
-3.500000000000003 -0.08382766934339833
-3.400000000000003 -0.1537256635320302
-3.300000000000003 -0.1744351977397888
-3.200000000000003 -0.1578153161262041
-3.100000000000003 -0.1177959693596667
-3.000000000000003 -0.06772733224345512
-2.900000000000003 -0.01865704546316126
-2.800000000000002 0.02156504562527127
-2.700000000000002 0.04850768464919952
-2.600000000000002 0.06087878434768891
-2.500000000000002 0.05991890724071081
-2.400000000000002 0.04862460142550099
-2.300000000000002 0.03093324744731948
-2.200000000000002 0.01097123839564262
-2.100000000000002 -0.007563552531124146
-2.000000000000002 -0.02184340775526097
-1.900000000000002 -0.03016095936442598
-1.800000000000002 -0.03199409013655688
-1.700000000000002 -0.02790847343514496
-1.600000000000001 -0.01933246169628511
-1.500000000000001 -0.008246061908265379
-1.400000000000001 0.003171460878650778
-1.300000000000001 0.01289152464671295
-1.200000000000001 0.01934330931733014
-1.100000000000001 0.02164289956697329
-1.000000000000001 0.01971606052720504
-0.9000000000000009 0.01429404597315365
-0.8000000000000009 0.006771641588654398
-0.700000000000001 -0.001069418153043622
-0.600000000000001 -0.007446865925811563
-0.500000000000001 -0.01101649739469612
-0.400000000000001 -0.01126270296913001
-0.300000000000001 -0.008703407792999385
-0.200000000000001 -0.004774894127180906
-0.100000000000001 -0.001347874037316954
-1.02695629777827e-15 2.220446049250313e-16
0.09999999999999898 -0.001347874037316288
0.199999999999999 -0.004774894127180351
0.299999999999999 -0.008703407792999718
0.399999999999999 -0.01126270296913068
0.499999999999999 -0.01101649739469623
0.599999999999999 -0.007446865925811896
0.699999999999999 -0.001069418153044177
0.7999999999999989 0.006771641588655064
0.8999999999999989 0.01429404597315398
0.9999999999999989 0.01971606052720493
1.099999999999999 0.02164289956697368
1.199999999999999 0.01934330931733019
1.299999999999999 0.01289152464671367
1.399999999999999 0.003171460878650889
1.499999999999999 -0.00824606190826499
1.599999999999999 -0.01933246169628505
1.7 -0.02790847343514491
1.8 -0.03199409013655705
1.9 -0.0301609593644262
2 -0.02184340775526158
2.1 -0.007563552531124645
2.2 0.01097123839564174
2.3 0.03093324744731893
2.4 0.04862460142550061
2.5 0.05991890724071069
2.6 0.06087878434768924
2.7 0.04850768464920074
2.8 0.02156504562527238
2.9 -0.01865704546315962
3 -0.06772733224345327
3.100000000000001 -0.1177959693596654
3.200000000000001 -0.1578153161262029
3.300000000000001 -0.174435197739789
3.400000000000001 -0.1537256635320313
3.500000000000001 -0.0838276693434023
3.600000000000001 0.04146277035302368
3.700000000000001 0.2183216004285413
3.800000000000001 0.4281004440745928
3.900000000000001 0.6327821985986171
4.000000000000001 0.7717830658613699
4.100000000000001 0.7617489189430711
4.2 0.5017090039204266
4.3 -0.1131414695888903
4.399999999999999 -1.164620301889839
4.499999999999999 -2.665881216650803
4.599999999999999 -4.489339215770773
4.699999999999998 -6.258565991821142
4.799999999999998 -7.192007955709941
4.899999999999998 -5.883376620248947
